Program,Year,Period,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Value
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,MONROE,95,RICE,RICE - ACRES HARVESTED,TOTAL,"14,600"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,MONROE,95,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,600"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,MONROE,95,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"123,700"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,MONROE,95,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,22
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,400"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,30
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,RICE,RICE - ACRES HARVESTED,TOTAL,"5,100"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,535"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"228,300"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,300
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,25
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,RICE,RICE - ACRES HARVESTED,TOTAL,"40,250"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,650"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"129,700"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,29
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,900
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,34
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,RICE,RICE - ACRES HARVESTED,TOTAL,"18,450"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,440"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"148,600"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,25
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,700
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,40
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,RICE,RICE - ACRES HARVESTED,TOTAL,"20,300"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,700"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"163,700"
SURVEY,1970,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,BAXTER,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,100
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,BAXTER,5,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,25
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,BAXTER,5,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,50
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,BAXTER,5,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,CLEBURNE,23,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,450
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,CLEBURNE,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,30
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,CLEBURNE,23,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"1,150"
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,CLEBURNE,23,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,300
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,22
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,FULTON,49,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,50
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,FULTON,49,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,IZARD,65,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,500
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,IZARD,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,18
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,IZARD,65,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,150
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,IZARD,65,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,MARION,89,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,150
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,MARION,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,28
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SEARCY,129,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,400
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SEARCY,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,25
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SEARCY,129,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,500
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SEARCY,129,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SHARP,135,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,350
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SHARP,135,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,28
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SHARP,135,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,650
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,SHARP,135,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,STONE,137,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,200
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,STONE,137,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,24
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,STONE,137,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,400
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,STONE,137,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,VAN BUREN,141,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,450
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,VAN BUREN,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,28
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,VAN BUREN,141,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,50
SURVEY,1970,YEAR,ARKANSAS,NORTH CENTRAL,20,VAN BUREN,141,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,22
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"5,700"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,51
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,RICE,RICE - ACRES HARVESTED,TOTAL,"7,980"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,900"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"183,200"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,400"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,RICE,RICE - ACRES HARVESTED,TOTAL,"17,330"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,150"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"220,200"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"2,100"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,42
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,RICE,RICE - ACRES HARVESTED,TOTAL,"5,300"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,851"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"146,100"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,22
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,500"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,46
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,RICE,RICE - ACRES HARVESTED,TOTAL,870
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,747"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"50,300"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,700
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,RICE,RICE - ACRES HARVESTED,TOTAL,"20,600"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,800"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"220,500"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,700"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,47
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,RICE,RICE - ACRES HARVESTED,TOTAL,"8,340"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,000"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"145,600"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,100"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,44
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,RICE,RICE - ACRES HARVESTED,TOTAL,"1,450"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,048"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"293,900"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,24
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,400
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,39
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,RICE,RICE - ACRES HARVESTED,TOTAL,"38,740"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,250"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"221,200"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,26
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"2,000"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,41
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,RICE,RICE - ACRES HARVESTED,TOTAL,"2,330"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,670"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"77,000"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,300"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,35
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,RICE - ACRES HARVESTED,TOTAL,"1,160"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,603"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"92,000"
SURVEY,1970,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,200
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,29
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"1,900"
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,19
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,BOONE,9,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,100
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,BOONE,9,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,30
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,CARROLL,15,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,100
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,CARROLL,15,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,31
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,MADISON,87,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,150
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,MADISON,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,26
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,NEWTON,101,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,50
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,NEWTON,101,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,24
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,WASHINGTON,143,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,100
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,WASHINGTON,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,30
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,WASHINGTON,143,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,600
SURVEY,1970,YEAR,ARKANSAS,NORTHWEST,10,WASHINGTON,143,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,BRADLEY,11,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,370
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,BRADLEY,11,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,BRADLEY,11,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,800
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,BRADLEY,11,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,18
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CALHOUN,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,230
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CALHOUN,13,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,22
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CALHOUN,13,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,800
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CALHOUN,13,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,18
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,670
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"23,600"
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,19
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLEVELAND,25,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,280
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLEVELAND,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,25
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,COLUMBIA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,620
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,COLUMBIA,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,150
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,19
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"1,000"
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,16
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,330
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"2,300"
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,17
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,RICE,RICE - ACRES HARVESTED,TOTAL,690
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"3,986"
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,OUACHITA,103,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,320
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,OUACHITA,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,20
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,OUACHITA,103,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"5,500"
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,OUACHITA,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,17
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,UNION,139,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,230
SURVEY,1970,YEAR,ARKANSAS,SOUTH CENTRAL,80,UNION,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,20
